study_accession	sample_accession	secondary_sample_accession	run_accession	sample_title
PRJEB13747	SAMEA3946062	ERS1133196	ERR1385141	Plate5.7
PRJEB13747	SAMEA3946170	ERS1133304	ERR1385142	Plate7.15
PRJEB13747	SAMEA3945329	ERS1132463	ERR1385143	Plate25.19
PRJEB13747	SAMEA3944632	ERS1131766	ERR1385144	Plate14.68
PRJEB13747	SAMEA3943426	ERS1130560	ERR1385145	Plate40.35
PRJEB13747	SAMEA3945233	ERS1132367	ERR1385146	Plate23.77
PRJEB13747	SAMEA3943496	ERS1130630	ERR1385147	Plate42.79
PRJEB13747	SAMEA3945713	ERS1132847	ERR1385148	Plate30.37
PRJEB13747	SAMEA3945865	ERS1132999	ERR1385149	Plate32.75
PRJEB13747	SAMEA3943558	ERS1130692	ERR1385150	Plate44.45
PRJEB13747	SAMEA3943606	ERS1130740	ERR1385151	Plate45.24
PRJEB13747	SAMEA3943320	ERS1130454	ERR1385152	Plate36.70
PRJEB13747	SAMEA3944430	ERS1131564	ERR1385153	Plate11.34
PRJEB13747	SAMEA3943889	ERS1131023	ERR1385154	Plate39.69
PRJEB13747	SAMEA3944008	ERS1131142	ERR1385155	Plate41.79
PRJEB13747	SAMEA3946278	ERS1133412	ERR1385156	Plate8.7
PRJEB13747	SAMEA3943499	ERS1130633	ERR1385157	Plate42.4
PRJEB13747	SAMEA3944239	ERS1131373	ERR1385158	Low1.63
PRJEB13747	SAMEA3944864	ERS1131998	ERR1385159	Plate18.68
PRJEB13747	SAMEA3945472	ERS1132606	ERR1385160	Plate26.86
PRJEB13747	SAMEA3945051	ERS1132185	ERR1385161	Plate21.66
PRJEB13747	SAMEA3945876	ERS1133010	ERR1385162	Plate32.82
PRJEB13747	SAMEA3945110	ERS1132244	ERR1385163	Plate21.19
PRJEB13747	SAMEA3945795	ERS1132929	ERR1385164	Plate31.96
PRJEB13747	SAMEA3946366	ERS1133500	ERR1385165	PlateRedo1.62
PRJEB13747	SAMEA3944905	ERS1132039	ERR1385166	Plate18.85
PRJEB13747	SAMEA3943296	ERS1130430	ERR1385167	Plate36.62
PRJEB13747	SAMEA3945561	ERS1132695	ERR1385168	Plate28.55
PRJEB13747	SAMEA3945256	ERS1132390	ERR1385169	Plate24.55
PRJEB13747	SAMEA3946182	ERS1133316	ERR1385170	Plate7.92
PRJEB13747	SAMEA3945678	ERS1132812	ERR1385171	Plate29.2
PRJEB13747	SAMEA3945494	ERS1132628	ERR1385172	Plate27.16
PRJEB13747	SAMEA3943933	ERS1131067	ERR1385173	Plate39.85
PRJEB13747	SAMEA3943584	ERS1130718	ERR1385174	Plate45.6
PRJEB13747	SAMEA3944111	ERS1131245	ERR1385175	High1.31
PRJEB13747	SAMEA3944268	ERS1131402	ERR1385176	Low1.54
PRJEB13747	SAMEA3944154	ERS1131288	ERR1385177	High2.39
PRJEB13747	SAMEA3945608	ERS1132742	ERR1385178	Plate29.28
PRJEB13747	SAMEA3945160	ERS1132294	ERR1385179	Plate22.85
PRJEB13747	SAMEA3943681	ERS1130815	ERR1385180	Plate46.15
PRJEB13747	SAMEA3944035	ERS1131169	ERR1385181	Plate43.32
PRJEB13747	SAMEA3945892	ERS1133026	ERR1385182	Plate32.61
PRJEB13747	SAMEA3945095	ERS1132229	ERR1385183	Plate21.28
PRJEB13747	SAMEA3945074	ERS1132208	ERR1385184	Plate21.17
PRJEB13747	SAMEA3943632	ERS1130766	ERR1385185	Plate45.4
PRJEB13747	SAMEA3944657	ERS1131791	ERR1385186	Plate15.96
PRJEB13747	SAMEA3943443	ERS1130577	ERR1385187	Plate40.65
PRJEB13747	SAMEA3946193	ERS1133327	ERR1385188	Plate7.34
PRJEB13747	SAMEA3945708	ERS1132842	ERR1385189	Plate30.1
PRJEB13747	SAMEA3944742	ERS1131876	ERR1385190	Plate16.38
PRJEB13747	SAMEA3945178	ERS1132312	ERR1385191	Plate23.60
PRJEB13747	SAMEA3943792	ERS1130926	ERR1385192	Plate47.11
PRJEB13747	SAMEA3943113	ERS1130247	ERR1385193	Plate34.2.71
PRJEB13747	SAMEA3944762	ERS1131896	ERR1385194	Plate16.3
PRJEB13747	SAMEA3945148	ERS1132282	ERR1385195	Plate22.24
PRJEB13747	SAMEA3945317	ERS1132451	ERR1385196	Plate25.61
PRJEB13747	SAMEA3944633	ERS1131767	ERR1385197	Plate14.26
PRJEB13747	SAMEA3943561	ERS1130695	ERR1385198	Plate44.57
PRJEB13747	SAMEA3946102	ERS1133236	ERR1385199	Plate6.49
PRJEB13747	SAMEA3946307	ERS1133441	ERR1385200	Plate9.70
PRJEB13747	SAMEA3944235	ERS1131369	ERR1385201	Low1.70
PRJEB13747	SAMEA3945281	ERS1132415	ERR1385202	Plate24.35
PRJEB13747	SAMEA3945243	ERS1132377	ERR1385203	Plate23.90
PRJEB13747	SAMEA3943734	ERS1130868	ERR1385204	Plate46.17
PRJEB13747	SAMEA3944114	ERS1131248	ERR1385205	High1.6
PRJEB13747	SAMEA3945848	ERS1132982	ERR1385206	Plate32.92
PRJEB13747	SAMEA3943135	ERS1130269	ERR1385207	Plate34.2.65
PRJEB13747	SAMEA3943300	ERS1130434	ERR1385208	Plate36.44
PRJEB13747	SAMEA3945227	ERS1132361	ERR1385209	Plate23.18
PRJEB13747	SAMEA3945139	ERS1132273	ERR1385210	Plate22.58
PRJEB13747	SAMEA3945411	ERS1132545	ERR1385211	Plate26.82
PRJEB13747	SAMEA3943853	ERS1130987	ERR1385212	Plate38.89
PRJEB13747	SAMEA3946211	ERS1133345	ERR1385213	Plate7.12
PRJEB13747	SAMEA3944897	ERS1132031	ERR1385214	Plate18.50
PRJEB13747	SAMEA3944787	ERS1131921	ERR1385215	Plate16.54
PRJEB13747	SAMEA3943827	ERS1130961	ERR1385216	Plate38.40
PRJEB13747	SAMEA3945753	ERS1132887	ERR1385217	Plate30.46
PRJEB13747	SAMEA3945217	ERS1132351	ERR1385218	Plate23.70
PRJEB13747	SAMEA3943330	ERS1130464	ERR1385219	Plate37.80
PRJEB13747	SAMEA3943137	ERS1130271	ERR1385220	Plate34.2.3
PRJEB13747	SAMEA3945966	ERS1133100	ERR1385221	Plate34.30
PRJEB13747	SAMEA3945998	ERS1133132	ERR1385222	Plate5.4
PRJEB13747	SAMEA3944609	ERS1131743	ERR1385223	Plate14.73
PRJEB13747	SAMEA3944364	ERS1131498	ERR1385224	Plate10.61
PRJEB13747	SAMEA3944481	ERS1131615	ERR1385225	Plate12.89
PRJEB13747	SAMEA3944790	ERS1131924	ERR1385226	Plate17.76
PRJEB13747	SAMEA3945073	ERS1132207	ERR1385227	Plate21.16
PRJEB13747	SAMEA3946007	ERS1133141	ERR1385228	Plate5.82
PRJEB13747	SAMEA3945482	ERS1132616	ERR1385229	Plate27.24
PRJEB13747	SAMEA3945975	ERS1133109	ERR1385230	Plate34.17
PRJEB13747	SAMEA3944670	ERS1131804	ERR1385231	Plate15.23
PRJEB13747	SAMEA3943427	ERS1130561	ERR1385232	Plate40.34
PRJEB13747	SAMEA3943511	ERS1130645	ERR1385233	Plate42.48
PRJEB13747	SAMEA3943857	ERS1130991	ERR1385234	Plate38.85
PRJEB13747	SAMEA3945669	ERS1132803	ERR1385235	Plate29.82
PRJEB13747	SAMEA3946196	ERS1133330	ERR1385236	Plate7.87
PRJEB13747	SAMEA3945449	ERS1132583	ERR1385237	Plate26.7
PRJEB13747	SAMEA3945384	ERS1132518	ERR1385238	Plate25.46
PRJEB13747	SAMEA3943185	ERS1130319	ERR1385239	Plate34.2.89
PRJEB13747	SAMEA3943893	ERS1131027	ERR1385240	Plate39.67
PRJEB13747	SAMEA3944310	ERS1131444	ERR1385241	Low2.42
PRJEB13747	SAMEA3943722	ERS1130856	ERR1385242	Plate46.66
PRJEB13747	SAMEA3945777	ERS1132911	ERR1385243	Plate31.69
PRJEB13747	SAMEA3946358	ERS1133492	ERR1385244	PlateRedo1.6
PRJEB13747	SAMEA3944687	ERS1131821	ERR1385245	Plate15.73
PRJEB13747	SAMEA3945584	ERS1132718	ERR1385246	Plate28.33
PRJEB13747	SAMEA3943346	ERS1130480	ERR1385247	Plate37.15
PRJEB13747	SAMEA3943539	ERS1130673	ERR1385248	Plate44.16
PRJEB13747	SAMEA3943153	ERS1130287	ERR1385249	Plate34.2.27
PRJEB13747	SAMEA3945515	ERS1132649	ERR1385250	Plate27.21
PRJEB13747	SAMEA3943564	ERS1130698	ERR1385251	Plate44.47
PRJEB13747	SAMEA3943345	ERS1130479	ERR1385252	Plate37.24
PRJEB13747	SAMEA3944807	ERS1131941	ERR1385253	Plate17.48
PRJEB13747	SAMEA3945992	ERS1133126	ERR1385254	Plate5.52
PRJEB13747	SAMEA3946338	ERS1133472	ERR1385255	Plate9.35
PRJEB13747	SAMEA3944994	ERS1132128	ERR1385256	Plate20.23
PRJEB13747	SAMEA3944888	ERS1132022	ERR1385257	Plate18.87
PRJEB13747	SAMEA3944409	ERS1131543	ERR1385258	Plate10.64
PRJEB13747	SAMEA3945717	ERS1132851	ERR1385259	Plate30.87
PRJEB13747	SAMEA3945207	ERS1132341	ERR1385260	Plate23.40
PRJEB13747	SAMEA3944007	ERS1131141	ERR1385261	Plate41.90
PRJEB13747	SAMEA3945038	ERS1132172	ERR1385262	Plate20.94
PRJEB13747	SAMEA3945368	ERS1132502	ERR1385263	Plate25.52
PRJEB13747	SAMEA3944943	ERS1132077	ERR1385264	Plate19.91
PRJEB13747	SAMEA3944193	ERS1131327	ERR1385265	High2.17
PRJEB13747	SAMEA3944904	ERS1132038	ERR1385266	Plate18.1
PRJEB13747	SAMEA3944823	ERS1131957	ERR1385267	Plate17.34
PRJEB13747	SAMEA3946120	ERS1133254	ERR1385268	Plate6.68
PRJEB13747	SAMEA3944036	ERS1131170	ERR1385269	Plate43.33
PRJEB13747	SAMEA3943841	ERS1130975	ERR1385270	Plate38.65
PRJEB13747	SAMEA3943612	ERS1130746	ERR1385271	Plate45.10
PRJEB13747	SAMEA3944572	ERS1131706	ERR1385272	Plate13.51
PRJEB13747	SAMEA3944724	ERS1131858	ERR1385273	Plate16.12
PRJEB13747	SAMEA3946054	ERS1133188	ERR1385274	Plate5.92
PRJEB13747	SAMEA3943269	ERS1130403	ERR1385275	Plate36.46
PRJEB13747	SAMEA3944219	ERS1131353	ERR1385276	Low1.90
PRJEB13747	SAMEA3944284	ERS1131418	ERR1385277	Low2.66
PRJEB13747	SAMEA3945534	ERS1132668	ERR1385278	Plate28.47
PRJEB13747	SAMEA3943202	ERS1130336	ERR1385279	Plate35.64
PRJEB13747	SAMEA3943216	ERS1130350	ERR1385280	Plate35.11
PRJEB13747	SAMEA3943749	ERS1130883	ERR1385281	Plate47.41
PRJEB13747	SAMEA3944202	ERS1131336	ERR1385282	Low1.79
PRJEB13747	SAMEA3946130	ERS1133264	ERR1385283	Plate6.29
PRJEB13747	SAMEA3946298	ERS1133432	ERR1385284	Plate9.61
PRJEB13747	SAMEA3945810	ERS1132944	ERR1385285	Plate31.39
PRJEB13747	SAMEA3943947	ERS1131081	ERR1385286	Plate39.31
PRJEB13747	SAMEA3944089	ERS1131223	ERR1385287	High1.66
PRJEB13747	SAMEA3946251	ERS1133385	ERR1385288	Plate8.44
PRJEB13747	SAMEA3945310	ERS1132444	ERR1385289	Plate24.70
PRJEB13747	SAMEA3943189	ERS1130323	ERR1385290	Plate35.61
PRJEB13747	SAMEA3943824	ERS1130958	ERR1385291	Plate38.74
PRJEB13747	SAMEA3944777	ERS1131911	ERR1385292	Plate16.60
PRJEB13747	SAMEA3946126	ERS1133260	ERR1385293	Plate6.84
PRJEB13747	SAMEA3943310	ERS1130444	ERR1385294	Plate36.77
PRJEB13747	SAMEA3945657	ERS1132791	ERR1385295	Plate29.59
PRJEB13747	SAMEA3945664	ERS1132798	ERR1385296	Plate29.43
PRJEB13747	SAMEA3944488	ERS1131622	ERR1385297	Plate12.2
PRJEB13747	SAMEA3946055	ERS1133189	ERR1385298	Plate5.75
PRJEB13747	SAMEA3944574	ERS1131708	ERR1385299	Plate13.12
PRJEB13747	SAMEA3945108	ERS1132242	ERR1385300	Plate21.53
PRJEB13747	SAMEA3944205	ERS1131339	ERR1385301	Low1.29
PRJEB13747	SAMEA3945107	ERS1132241	ERR1385302	Plate21.38
PRJEB13747	SAMEA3943869	ERS1131003	ERR1385303	Plate38.10
PRJEB13747	SAMEA3943753	ERS1130887	ERR1385304	Plate47.15
PRJEB13747	SAMEA3945165	ERS1132299	ERR1385305	Plate22.50
PRJEB13747	SAMEA3943308	ERS1130442	ERR1385306	Plate36.78
PRJEB13747	SAMEA3944914	ERS1132048	ERR1385307	Plate18.84
PRJEB13747	SAMEA3945188	ERS1132322	ERR1385308	Plate23.14
PRJEB13747	SAMEA3945555	ERS1132689	ERR1385309	Plate28.23
PRJEB13747	SAMEA3944911	ERS1132045	ERR1385310	Plate18.72
PRJEB13747	SAMEA3945615	ERS1132749	ERR1385311	Plate29.68
PRJEB13747	SAMEA3944836	ERS1131970	ERR1385312	Plate17.30
PRJEB13747	SAMEA3945033	ERS1132167	ERR1385313	Plate20.86
PRJEB13747	SAMEA3943437	ERS1130571	ERR1385314	Plate40.54
PRJEB13747	SAMEA3945841	ERS1132975	ERR1385315	Plate32.50
PRJEB13747	SAMEA3944716	ERS1131850	ERR1385316	Plate15.37
PRJEB13747	SAMEA3945741	ERS1132875	ERR1385317	Plate30.3
PRJEB13747	SAMEA3944385	ERS1131519	ERR1385318	Plate10.59
PRJEB13747	SAMEA3946282	ERS1133416	ERR1385319	Plate8.50
PRJEB13747	SAMEA3945143	ERS1132277	ERR1385320	Plate22.27
PRJEB13747	SAMEA3944491	ERS1131625	ERR1385321	Plate12.65
PRJEB13747	SAMEA3943958	ERS1131092	ERR1385322	Plate39.59
PRJEB13747	SAMEA3943781	ERS1130915	ERR1385323	Plate47.78
PRJEB13747	SAMEA3946090	ERS1133224	ERR1385324	Plate6.20
PRJEB13747	SAMEA3943535	ERS1130669	ERR1385325	Plate44.33
PRJEB13747	SAMEA3944225	ERS1131359	ERR1385326	Low1.65
PRJEB13747	SAMEA3946106	ERS1133240	ERR1385327	Plate6.27
PRJEB13747	SAMEA3944734	ERS1131868	ERR1385328	Plate16.37
PRJEB13747	SAMEA3945536	ERS1132670	ERR1385329	Plate28.36
PRJEB13747	SAMEA3943148	ERS1130282	ERR1385330	Plate34.2.44
PRJEB13747	SAMEA3944808	ERS1131942	ERR1385331	Plate17.58
PRJEB13747	SAMEA3943440	ERS1130574	ERR1385332	Plate40.26
PRJEB13747	SAMEA3944784	ERS1131918	ERR1385333	Plate16.69
PRJEB13747	SAMEA3946157	ERS1133291	ERR1385334	Plate7.28
PRJEB13747	SAMEA3945811	ERS1132945	ERR1385335	Plate31.33
PRJEB13747	SAMEA3943537	ERS1130671	ERR1385336	Plate44.19
PRJEB13747	SAMEA3944132	ERS1131266	ERR1385337	High1.2
PRJEB13747	SAMEA3944337	ERS1131471	ERR1385338	Low2.25
PRJEB13747	SAMEA3944463	ERS1131597	ERR1385339	Plate12.38
PRJEB13747	SAMEA3944946	ERS1132080	ERR1385340	Plate19.79
PRJEB13747	SAMEA3946281	ERS1133415	ERR1385341	Plate8.59
PRJEB13747	SAMEA3944518	ERS1131652	ERR1385342	Plate13.91
PRJEB13747	SAMEA3943761	ERS1130895	ERR1385343	Plate47.21
PRJEB13747	SAMEA3943387	ERS1130521	ERR1385344	Plate37.75
PRJEB13747	SAMEA3943226	ERS1130360	ERR1385345	Plate35.39
PRJEB13747	SAMEA3944175	ERS1131309	ERR1385346	High2.94
PRJEB13747	SAMEA3946221	ERS1133355	ERR1385347	Plate7.14
PRJEB13747	SAMEA3943895	ERS1131029	ERR1385348	Plate39.1
PRJEB13747	SAMEA3943347	ERS1130481	ERR1385349	Plate37.60
PRJEB13747	SAMEA3945599	ERS1132733	ERR1385350	Plate28.14
PRJEB13747	SAMEA3943878	ERS1131012	ERR1385351	Plate38.61
PRJEB13747	SAMEA3945056	ERS1132190	ERR1385352	Plate21.81
PRJEB13747	SAMEA3943711	ERS1130845	ERR1385353	Plate46.14
PRJEB13747	SAMEA3946224	ERS1133358	ERR1385354	Plate7.50
PRJEB13747	SAMEA3945754	ERS1132888	ERR1385355	Plate30.45
PRJEB13747	SAMEA3943512	ERS1130646	ERR1385356	Plate42.66
PRJEB13747	SAMEA3945984	ERS1133118	ERR1385357	Plate34.66
PRJEB13747	SAMEA3946220	ERS1133354	ERR1385358	Plate7.19
PRJEB13747	SAMEA3945235	ERS1132369	ERR1385359	Plate23.23
PRJEB13747	SAMEA3945847	ERS1132981	ERR1385360	Plate32.15
PRJEB13747	SAMEA3944428	ERS1131562	ERR1385361	Plate11.53
PRJEB13747	SAMEA3944120	ERS1131254	ERR1385362	High1.27
PRJEB13747	SAMEA3945738	ERS1132872	ERR1385363	Plate30.89
PRJEB13747	SAMEA3943422	ERS1130556	ERR1385364	Plate40.32
PRJEB13747	SAMEA3944314	ERS1131448	ERR1385365	Low2.68
PRJEB13747	SAMEA3943872	ERS1131006	ERR1385366	Plate38.2
PRJEB13747	SAMEA3946275	ERS1133409	ERR1385367	Plate8.47
PRJEB13747	SAMEA3945253	ERS1132387	ERR1385368	Plate24.54
PRJEB13747	SAMEA3943767	ERS1130901	ERR1385369	Plate47.47
PRJEB13747	SAMEA3945314	ERS1132448	ERR1385370	Plate24.8
PRJEB13747	SAMEA3944414	ERS1131548	ERR1385371	Plate10.89
PRJEB13747	SAMEA3945972	ERS1133106	ERR1385372	Plate34.73
PRJEB13747	SAMEA3945382	ERS1132516	ERR1385373	Plate25.49
PRJEB13747	SAMEA3946117	ERS1133251	ERR1385374	Plate6.6
PRJEB13747	SAMEA3943112	ERS1130246	ERR1385375	Plate34.2.72
PRJEB13747	SAMEA3944050	ERS1131184	ERR1385376	Plate43.44
PRJEB13747	SAMEA3943660	ERS1130794	ERR1385377	Plate45.70
PRJEB13747	SAMEA3944287	ERS1131421	ERR1385378	Low2.51
PRJEB13747	SAMEA3943795	ERS1130929	ERR1385379	Plate47.61
PRJEB13747	SAMEA3944913	ERS1132047	ERR1385380	Plate18.65
PRJEB13747	SAMEA3945580	ERS1132714	ERR1385381	Plate28.82
PRJEB13747	SAMEA3944604	ERS1131738	ERR1385382	Plate14.89
PRJEB13747	SAMEA3945442	ERS1132576	ERR1385383	Plate26.72
PRJEB13747	SAMEA3945166	ERS1132300	ERR1385384	Plate22.72
PRJEB13747	SAMEA3945164	ERS1132298	ERR1385385	Plate22.11
PRJEB13747	SAMEA3945225	ERS1132359	ERR1385386	Plate23.42
PRJEB13747	SAMEA3945830	ERS1132964	ERR1385387	Plate31.43
PRJEB13747	SAMEA3946201	ERS1133335	ERR1385388	Plate7.77
PRJEB13747	SAMEA3946093	ERS1133227	ERR1385389	Plate6.16
PRJEB13747	SAMEA3943553	ERS1130687	ERR1385390	Plate44.3
PRJEB13747	SAMEA3945232	ERS1132366	ERR1385391	Plate23.34
PRJEB13747	SAMEA3943565	ERS1130699	ERR1385392	Plate44.48
PRJEB13747	SAMEA3944991	ERS1132125	ERR1385393	Plate20.76
PRJEB13747	SAMEA3944641	ERS1131775	ERR1385394	Plate14.55
PRJEB13747	SAMEA3946263	ERS1133397	ERR1385395	Plate8.79
PRJEB13747	SAMEA3943293	ERS1130427	ERR1385396	Plate36.34
PRJEB13747	SAMEA3945756	ERS1132890	ERR1385397	Plate30.83
PRJEB13747	SAMEA3945275	ERS1132409	ERR1385398	Plate24.59
PRJEB13747	SAMEA3943541	ERS1130675	ERR1385399	Plate44.56
PRJEB13747	SAMEA3945887	ERS1133021	ERR1385400	Plate32.27
PRJEB13747	SAMEA3944496	ERS1131630	ERR1385401	Plate12.54
PRJEB13747	SAMEA3944241	ERS1131375	ERR1385402	Low1.4
PRJEB13747	SAMEA3945700	ERS1132834	ERR1385403	Plate30.20
PRJEB13747	SAMEA3943769	ERS1130903	ERR1385404	Plate47.67
PRJEB13747	SAMEA3944908	ERS1132042	ERR1385405	Plate18.62
PRJEB13747	SAMEA3944176	ERS1131310	ERR1385406	High2.7
PRJEB13747	SAMEA3945531	ERS1132665	ERR1385407	Plate28.29
PRJEB13747	SAMEA3943662	ERS1130796	ERR1385408	Plate45.62
PRJEB13747	SAMEA3944765	ERS1131899	ERR1385409	Plate16.4
PRJEB13747	SAMEA3943786	ERS1130920	ERR1385410	Plate47.31
PRJEB13747	SAMEA3943241	ERS1130375	ERR1385411	Plate35.14
PRJEB13747	SAMEA3944664	ERS1131798	ERR1385412	Plate15.9
PRJEB13747	SAMEA3944900	ERS1132034	ERR1385413	Plate18.10
PRJEB13747	SAMEA3943784	ERS1130918	ERR1385414	Plate47.18
PRJEB13747	SAMEA3945294	ERS1132428	ERR1385415	Plate24.45
PRJEB13747	SAMEA3945936	ERS1133070	ERR1385416	Plate33.59
PRJEB13747	SAMEA3944080	ERS1131214	ERR1385417	High1.48
PRJEB13747	SAMEA3943354	ERS1130488	ERR1385418	Plate37.57
PRJEB13747	SAMEA3944584	ERS1131718	ERR1385419	Plate14.21
PRJEB13747	SAMEA3944896	ERS1132030	ERR1385420	Plate18.69
PRJEB13747	SAMEA3945586	ERS1132720	ERR1385421	Plate28.2
PRJEB13747	SAMEA3945058	ERS1132192	ERR1385422	Plate21.89
PRJEB13747	SAMEA3944934	ERS1132068	ERR1385423	Plate19.80
PRJEB13747	SAMEA3946137	ERS1133271	ERR1385424	Plate6.22
PRJEB13747	SAMEA3944117	ERS1131251	ERR1385425	High1.62
PRJEB13747	SAMEA3944122	ERS1131256	ERR1385426	High1.19
PRJEB13747	SAMEA3944449	ERS1131583	ERR1385427	Plate12.47
PRJEB13747	SAMEA3944179	ERS1131313	ERR1385428	High2.74
PRJEB13747	SAMEA3944432	ERS1131566	ERR1385429	Plate11.20
PRJEB13747	SAMEA3945819	ERS1132953	ERR1385430	Plate31.28
PRJEB13747	SAMEA3943399	ERS1130533	ERR1385431	Plate40.85
PRJEB13747	SAMEA3944828	ERS1131962	ERR1385432	Plate17.60
PRJEB13747	SAMEA3946161	ERS1133295	ERR1385433	Plate7.6
PRJEB13747	SAMEA3944049	ERS1131183	ERR1385434	Plate43.36
PRJEB13747	SAMEA3945222	ERS1132356	ERR1385435	Plate23.80
PRJEB13747	SAMEA3945206	ERS1132340	ERR1385436	Plate23.74
PRJEB13747	SAMEA3945752	ERS1132886	ERR1385437	Plate30.79
PRJEB13747	SAMEA3944170	ERS1131304	ERR1385438	High2.34
PRJEB13747	SAMEA3946326	ERS1133460	ERR1385439	Plate9.65
PRJEB13747	SAMEA3943842	ERS1130976	ERR1385440	Plate38.15
PRJEB13747	SAMEA3945506	ERS1132640	ERR1385441	Plate27.50
PRJEB13747	SAMEA3944000	ERS1131134	ERR1385442	Plate41.20
PRJEB13747	SAMEA3946005	ERS1133139	ERR1385443	Plate5.48
PRJEB13747	SAMEA3945986	ERS1133120	ERR1385444	Plate5.60
PRJEB13747	SAMEA3945680	ERS1132814	ERR1385445	Plate29.69
PRJEB13747	SAMEA3945973	ERS1133107	ERR1385446	Plate34.38
PRJEB13747	SAMEA3946205	ERS1133339	ERR1385447	Plate7.17
PRJEB13747	SAMEA3946370	ERS1133504	ERR1385448	PlateRedo1.33
PRJEB13747	SAMEA3943940	ERS1131074	ERR1385449	Plate39.52
PRJEB13747	SAMEA3944454	ERS1131588	ERR1385450	Plate12.59
PRJEB13747	SAMEA3946033	ERS1133167	ERR1385451	Plate5.72
PRJEB13747	SAMEA3945954	ERS1133088	ERR1385452	Plate34.84
PRJEB13747	SAMEA3945873	ERS1133007	ERR1385453	Plate32.84
PRJEB13747	SAMEA3945043	ERS1132177	ERR1385454	Plate21.51
PRJEB13747	SAMEA3944032	ERS1131166	ERR1385455	Plate43.50
PRJEB13747	SAMEA3943794	ERS1130928	ERR1385456	Plate47.42
PRJEB13747	SAMEA3946159	ERS1133293	ERR1385457	Plate7.80
PRJEB13747	SAMEA3944162	ERS1131296	ERR1385458	High2.62
PRJEB13747	SAMEA3944883	ERS1132017	ERR1385459	Plate18.29
PRJEB13747	SAMEA3943937	ERS1131071	ERR1385460	Plate39.82
PRJEB13747	SAMEA3945842	ERS1132976	ERR1385461	Plate32.49
PRJEB13747	SAMEA3945479	ERS1132613	ERR1385462	Plate27.20
PRJEB13747	SAMEA3944163	ERS1131297	ERR1385463	High2.92
PRJEB13747	SAMEA3944129	ERS1131263	ERR1385464	High1.74
PRJEB13747	SAMEA3945205	ERS1132339	ERR1385465	Plate23.3
PRJEB13747	SAMEA3944858	ERS1131992	ERR1385466	Plate18.16
PRJEB13747	SAMEA3945295	ERS1132429	ERR1385467	Plate24.41
PRJEB13747	SAMEA3945646	ERS1132780	ERR1385468	Plate29.86
PRJEB13747	SAMEA3945204	ERS1132338	ERR1385469	Plate23.6
PRJEB13747	SAMEA3943751	ERS1130885	ERR1385470	Plate47.14
PRJEB13747	SAMEA3945431	ERS1132565	ERR1385471	Plate26.89
PRJEB13747	SAMEA3944218	ERS1131352	ERR1385472	Low1.31
PRJEB13747	SAMEA3943356	ERS1130490	ERR1385473	Plate37.11
PRJEB13747	SAMEA3943987	ERS1131121	ERR1385474	Plate41.70
PRJEB13747	SAMEA3945902	ERS1133036	ERR1385475	Plate32.62
PRJEB13747	SAMEA3944506	ERS1131640	ERR1385476	Plate13.15
PRJEB13747	SAMEA3945948	ERS1133082	ERR1385477	Plate34.64
PRJEB13747	SAMEA3943423	ERS1130557	ERR1385478	Plate40.33
PRJEB13747	SAMEA3943407	ERS1130541	ERR1385479	Plate40.50
PRJEB13747	SAMEA3945371	ERS1132505	ERR1385480	Plate25.32
PRJEB13747	SAMEA3943590	ERS1130724	ERR1385481	Plate45.46
PRJEB13747	SAMEA3943704	ERS1130838	ERR1385482	Plate46.6
PRJEB13747	SAMEA3944865	ERS1131999	ERR1385483	Plate18.27
PRJEB13747	SAMEA3946012	ERS1133146	ERR1385484	Plate5.54
PRJEB13747	SAMEA3946127	ERS1133261	ERR1385485	Plate6.64
PRJEB13747	SAMEA3943680	ERS1130814	ERR1385486	Plate46.10
PRJEB13747	SAMEA3946186	ERS1133320	ERR1385487	Plate7.64
PRJEB13747	SAMEA3944140	ERS1131274	ERR1385488	High2.85
PRJEB13747	SAMEA3943343	ERS1130477	ERR1385489	Plate37.53
PRJEB13747	SAMEA3943931	ERS1131065	ERR1385490	Plate39.60
PRJEB13747	SAMEA3945525	ERS1132659	ERR1385491	Plate28.27
PRJEB13747	SAMEA3945010	ERS1132144	ERR1385492	Plate20.41
PRJEB13747	SAMEA3944553	ERS1131687	ERR1385493	Plate13.90
PRJEB13747	SAMEA3946362	ERS1133496	ERR1385494	PlateRedo1.58
PRJEB13747	SAMEA3945331	ERS1132465	ERR1385495	Plate25.8
PRJEB13747	SAMEA3944768	ERS1131902	ERR1385496	Plate16.43
PRJEB13747	SAMEA3944658	ERS1131792	ERR1385497	Plate15.25
PRJEB13747	SAMEA3945385	ERS1132519	ERR1385498	Plate25.62
PRJEB13747	SAMEA3944447	ERS1131581	ERR1385499	Plate11.55
PRJEB13747	SAMEA3943464	ERS1130598	ERR1385500	Plate40.52
PRJEB13747	SAMEA3946098	ERS1133232	ERR1385501	Plate6.33
PRJEB13747	SAMEA3944424	ERS1131558	ERR1385502	Plate11.67
PRJEB13747	SAMEA3944086	ERS1131220	ERR1385503	High1.23
PRJEB13747	SAMEA3943633	ERS1130767	ERR1385504	Plate45.12
PRJEB13747	SAMEA3945447	ERS1132581	ERR1385505	Plate26.63
PRJEB13747	SAMEA3944700	ERS1131834	ERR1385506	Plate15.63
PRJEB13747	SAMEA3945196	ERS1132330	ERR1385507	Plate23.62
PRJEB13747	SAMEA3943524	ERS1130658	ERR1385508	Plate42.1
